InvoiceNo,StockCode,ProductName,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority,TotalPrice,DiscountAmount,PriceAfterDiscount,Revenue,EstimatedCost,Profit,ProfitMargin,InvoiceYear
172131,Sku_1269,Notebook,24,2023-01-03,66.12,25474.0,Sweden,0.36,Bank Transfer,29.24,Stationery,In-Store,Not Returned,Royal Mail,London,Medium,1586.88,571.2768,1015.6032000000001,1044.8432,952.1280000000002,92.71519999999987,8.87,2023
980570,Sku_1921,Notebook,47,2023-01-03,59.61,66883.0,United Kingdom,0.09,Bank Transfer,29.69,Stationery,Online,Not Returned,Fedex,London,Low,2801.67,252.1503,2549.5197000000003,2579.2097000000003,1681.002,898.2077000000004,34.82,2023
269449,Sku_1691,Office Chair,40,2023-01-03,12.61,98407.0,Netherlands,0.05,Paypall,10.35,Furniture,In-Store,Not Returned,Ups,Rome,Low,504.4,25.22,479.17999999999995,489.53,302.64,186.89,38.18,2023
465556,Sku_1811,Wireless Mouse,28,2023-01-03,39.63,77626.0,Germany,0.08,Credit Card,26.35,Electronics,Online,Not Returned,Royal Mail,Paris,High,1109.64,88.77120000000001,1020.8688000000001,1047.2188,665.7840000000001,381.4348,36.42,2023
396695,Sku_1467,Notebook,39,2023-01-03,64.53,18635.0,Sweden,0.01,Paypall,22.07,Stationery,Online,Not Returned,Fedex,Berlin,High,2516.67,25.166700000000002,2491.5033,2513.5733,1510.002,1003.5713000000001,39.93,2023
929358,Sku_1650,Wall Clock,45,2023-01-03,27.19,61159.0,Portugal,0.39,Credit Card,15.79,Home Decor,Online,Not Returned,Dhl,Berlin,Low,1223.55,477.1845,746.3654999999999,762.1554999999998,734.13,28.02549999999985,3.68,2023
190214,Sku_1818,Notebook,30,2023-01-03,18.03,10916.0,United States,0.16,Bank Transfer,23.5,Stationery,Online,Not Returned,Fedex,Rome,Medium,540.9000000000001,86.54400000000001,454.3560000000001,477.8560000000001,324.53999999999996,153.31600000000014,32.08,2023
449894,Sku_1681,Office Chair,28,2023-01-03,97.09,23854.0,Germany,0.08,Paypall,6.82,Furniture,Online,Not Returned,Fedex,London,Low,2718.52,217.48160000000001,2501.0384,2507.8584,1631.1119999999999,876.7464000000002,34.96,2023
138599,Sku_1241,Backpack,4,2023-01-03,39.4,21203.0,Australia,0.46,Credit Card,13.66,Accessories,In-Store,Not Returned,Dhl,Rome,High,157.6,72.496,85.104,98.764,94.55999999999999,4.204000000000008,4.26,2023
329417,Sku_1957,Headphones,18,2023-01-03,19.84,32674.0,Spain,0.1,Credit Card,21.65,Electronics,In-Store,Not Returned,Dhl,Rome,High,357.12,35.712,321.408,343.058,214.272,128.786,37.54,2023
733778,Sku_1930,Notebook,39,2023-01-03,53.53,85290.0,Germany,0.37,Paypall,8.65,Stationery,In-Store,Not Returned,Dhl,Paris,Low,2087.67,772.4379,1315.2321000000002,1323.8821000000003,1252.602,71.28010000000017,5.38,2023
455474,Sku_1063,Usb Cable,3,2023-01-03,55.5,10388.0,Spain,0.28,Credit Card,26.28,Stationery,In-Store,Not Returned,Dhl,Amsterdam,Medium,166.5,46.620000000000005,119.88,146.16,99.89999999999999,46.260000000000005,31.65,2023
646881,Sku_1239,Desk Lamp,46,2023-01-03,34.61,53045.0,Norway,0.17,Paypall,10.3,Furniture,Online,Not Returned,Dhl,Rome,Low,1592.06,270.6502,1321.4098,1331.7097999999999,955.2359999999999,376.4738,28.27,2023
849760,Sku_1094,White Mug,1,2023-01-03,25.95,93898.0,Portugal,0.29,Paypall,21.85,Home & Kitchen,In-Store,Not Returned,Dhl,London,High,25.95,7.525499999999999,18.424500000000002,40.2745,15.569999999999999,24.704500000000003,61.34,2023
734153,Sku_1657,Blue Pen,33,2023-01-03,32.61,41569.0,Italy,0.46,Paypall,15.68,Stationery,Online,Not Returned,Dhl,Rome,Medium,1076.1299999999999,495.0198,581.1101999999998,596.7901999999998,645.678,-48.8878000000002,-8.19,2023
797996,Sku_1887,Notebook,46,2023-01-04,55.31,91978.0,United States,0.44,Bank Transfer,13.82,Stationery,Online,Not Returned,Royal Mail,Berlin,Low,2544.26,1119.4744,1424.7856000000002,1438.6056,1526.556,-87.95039999999995,-6.11,2023
287031,Sku_1452,T-Shirt,40,2023-01-04,88.91,84832.0,Australia,0.46,Bank Transfer,11.38,Stationery,In-Store,Not Returned,Dhl,London,High,3556.3999999999996,1635.944,1920.4559999999997,1931.8359999999998,2133.8399999999997,-202.0039999999999,-10.46,2023
841277,Sku_1144,Backpack,33,2023-01-04,30.88,97657.0,Belgium,0.38,Paypall,7.05,Accessories,In-Store,Not Returned,Dhl,Rome,Low,1019.04,387.23519999999996,631.8048,638.8548,611.424,27.430799999999977,4.29,2023
329701,Sku_1916,Usb Cable,36,2023-01-04,67.7,26702.0,Spain,0.15,Paypall,14.29,Apparel,Online,Not Returned,Fedex,Rome,Medium,2437.2000000000003,365.58000000000004,2071.6200000000003,2085.9100000000003,1462.32,623.5900000000004,29.9,2023
232192,Sku_1397,White Mug,31,2023-01-04,69.91,31034.0,Germany,0.19,Credit Card,5.97,Home & Kitchen,Online,Returned,Royal Mail,Rome,High,2167.21,411.7699,1755.4401,1761.4101,1300.326,461.08410000000003,26.18,2023
143638,Sku_1770,Wireless Mouse,36,2023-01-04,51.84,56720.0,Australia,0.09,Credit Card,12.48,Electronics,Online,Not Returned,Dhl,Paris,High,1866.2400000000002,167.9616,1698.2784000000001,1710.7584000000002,1119.744,591.0144000000003,34.55,2023
891625,Sku_1728,Backpack,47,2023-01-04,59.65,30836.0,United States,0.01,Paypall,5.18,Accessories,Online,Not Returned,Ups,Paris,Medium,2803.5499999999997,28.0355,2775.5144999999998,2780.6944999999996,1682.1299999999999,1098.5644999999997,39.51,2023
115213,Sku_1302,White Mug,48,2023-01-04,96.49,97572.0,Spain,0.25,Credit Card,5.37,Home & Kitchen,Online,Not Returned,Fedex,London,Medium,4631.5199999999995,1157.8799999999999,3473.6399999999994,3479.0099999999993,2778.9119999999994,700.098,20.12,2023
878574,Sku_1427,T-Shirt,10,2023-01-04,2.16,64854.0,Italy,0.32,Paypall,18.17,Apparel,Online,Not Returned,Royal Mail,Amsterdam,Medium,21.6,6.912000000000001,14.688,32.858000000000004,12.96,19.898000000000003,60.56,2023
441910,Sku_1985,Office Chair,28,2023-01-04,63.07,21948.0,Australia,0.47,Credit Card,9.68,Furniture,Online,Not Returned,Royal Mail,Paris,Low,1765.96,830.0011999999999,935.9588000000001,945.6388000000001,1059.576,-113.93719999999996,-12.05,2023
839319,Sku_1080,Wireless Mouse,36,2023-01-04,8.12,98224.0,Netherlands,0.12,Paypall,20.97,Electronics,In-Store,Returned,Dhl,Amsterdam,Medium,292.32,35.078399999999995,257.2416,278.2116,175.39199999999997,102.81960000000001,36.96,2023
765400,Sku_1466,White Mug,46,2023-01-04,62.69,79364.0,United States,0.46,Credit Card,24.88,Home & Kitchen,In-Store,Not Returned,Royal Mail,Berlin,Medium,2883.74,1326.5203999999999,1557.2196,1582.0996,1730.244,-148.1443999999999,-9.36,2023
821662,Sku_1282,Wall Clock,13,2023-01-04,97.21,85823.0,Portugal,0.4,Paypall,18.08,Home Decor,In-Store,Not Returned,Dhl,Rome,High,1263.73,505.492,758.238,776.3180000000001,758.2379999999999,18.080000000000155,2.33,2023
654237,Sku_1070,T-Shirt,34,2023-01-04,94.28,11621.0,United States,0.03,Paypall,12.82,Furniture,Online,Not Returned,Royal Mail,Paris,Low,3205.52,96.1656,3109.3544,3122.1744000000003,1923.312,1198.8624000000004,38.4,2023
867360,Sku_1089,Usb Cable,1,2023-01-04,48.46,17997.0,Belgium,0.39,Paypall,13.26,Electronics,Online,Not Returned,Ups,Berlin,High,48.46,18.8994,29.5606,42.8206,29.076,13.744599999999998,32.1,2023
872354,Sku_1641,T-Shirt,27,2023-01-04,8.37,21472.0,Australia,0.02,Bank Transfer,16.64,Furniture,Online,Not Returned,Royal Mail,Amsterdam,High,225.98999999999998,4.5198,221.47019999999998,238.11019999999996,135.594,102.51619999999997,43.05,2023
569773,Sku_1591,Usb Cable,22,2023-01-04,48.97,87167.0,Germany,0.44,Paypall,22.86,Furniture,In-Store,Returned,Fedex,Amsterdam,High,1077.34,474.02959999999996,603.3104,626.1704,646.404,-20.233600000000024,-3.23,2023
314480,Sku_1957,Desk Lamp,31,2023-01-04,54.67,40379.0,Sweden,0.28,Paypall,18.0,Furniture,In-Store,Not Returned,Ups,Berlin,Low,1694.77,474.53560000000004,1220.2343999999998,1238.2343999999998,1016.862,221.37239999999986,17.88,2023
464577,Sku_1364,White Mug,48,2023-01-05,69.41,66659.0,Belgium,0.43,Credit Card,12.35,Home & Kitchen,In-Store,Returned,Fedex,London,Medium,3331.68,1432.6224,1899.0575999999999,1911.4075999999998,1999.0079999999998,-87.60040000000004,-4.58,2023
832654,Sku_1202,Notebook,29,2023-01-05,44.46,65592.0,France,0.46,Bank Transfer,16.51,Stationery,In-Store,Not Returned,Dhl,Amsterdam,Low,1289.34,593.0964,696.2435999999999,712.7535999999999,773.6039999999999,-60.850400000000036,-8.54,2023
911844,Sku_1598,Usb Cable,7,2023-01-05,86.81,43672.0,Norway,0.13,Credit Card,9.25,Electronics,Online,Not Returned,Ups,Rome,Medium,607.6700000000001,78.99710000000002,528.6729,537.9229,364.602,173.32090000000005,32.22,2023
793799,Sku_1626,T-Shirt,12,2024-01-01,71.71,13255.0,Portugal,0.12,Bank Transfer,13.62,Electronics,In-Store,Returned,Royal Mail,Paris,High,860.52,103.2624,757.2576,770.8776,516.3119999999999,254.56560000000013,33.02,2024
807645,Sku_1246,White Mug,47,2024-01-01,90.05,74627.0,United Kingdom,0.04,Bank Transfer,20.64,Home & Kitchen,In-Store,Not Returned,Dhl,London,High,4232.349999999999,169.29399999999998,4063.0559999999996,4083.6959999999995,2539.41,1544.2859999999996,37.82,2024
380301,Sku_1548,Wireless Mouse,19,2024-01-01,25.89,73700.0,Portugal,0.39,Credit Card,16.75,Electronics,In-Store,Not Returned,Fedex,London,Low,491.91,191.84490000000002,300.06510000000003,316.81510000000003,295.14599999999996,21.66910000000007,6.84,2024
174726,Sku_1964,Notebook,43,2024-01-01,38.95,97785.0,Spain,0.41,Bank Transfer,16.26,Stationery,In-Store,Returned,Dhl,Rome,Low,1674.8500000000001,686.6885,988.1615000000002,1004.4215000000002,1004.9100000000001,-0.4884999999999309,-0.05,2024
730004,Sku_1502,Wall Clock,27,2024-01-01,24.6,74462.0,France,0.4,Paypall,9.22,Home Decor,Online,Not Returned,Dhl,Berlin,High,664.2,265.68,398.52000000000004,407.74000000000007,398.52,9.220000000000084,2.26,2024
326286,Sku_1566,Wireless Mouse,45,2024-01-01,65.61,56607.0,Italy,0.22,Bank Transfer,25.76,Electronics,In-Store,Not Returned,Ups,Rome,Low,2952.45,649.539,2302.911,2328.6710000000003,1771.47,557.2010000000002,23.93,2024
728924,Sku_1440,Backpack,20,2024-01-01,27.26,43569.0,United Kingdom,0.12,Paypall,16.44,Accessories,In-Store,Not Returned,Royal Mail,Berlin,Medium,545.2,65.424,479.77600000000007,496.21600000000007,327.12,169.09600000000006,34.08,2024
279819,Sku_1688,Wireless Mouse,11,2024-01-01,53.21,86245.0,United States,0.5,Paypall,27.21,Electronics,Online,Not Returned,Ups,Berlin,High,585.3100000000001,292.65500000000003,292.65500000000003,319.865,351.186,-31.32099999999997,-9.79,2024
370057,Sku_1352,Headphones,23,2024-01-01,93.78,23836.0,Norway,0.05,Bank Transfer,10.87,Electronics,In-Store,Not Returned,Royal Mail,Berlin,High,2156.94,107.84700000000001,2049.093,2059.9629999999997,1294.164,765.7989999999998,37.18,2024
568747,Sku_1702,Office Chair,27,2024-01-01,2.85,32468.0,United States,0.24,Bank Transfer,11.23,Furniture,Online,Not Returned,Royal Mail,Rome,High,76.95,18.468,58.482,69.712,46.17,23.542,33.77,2024
651015,Sku_1098,T-Shirt,39,2024-01-01,52.97,98492.0,Australia,0.24,Paypall,7.23,Accessories,In-Store,Not Returned,Fedex,London,Medium,2065.83,495.7992,1570.0308,1577.2608,1239.4979999999998,337.7628000000002,21.41,2024
233018,Sku_1623,T-Shirt,30,2024-01-01,68.22,14993.0,United Kingdom,0.42,Bank Transfer,26.76,Furniture,Online,Not Returned,Royal Mail,London,Medium,2046.6,859.5719999999999,1187.028,1213.788,1227.9599999999998,-14.171999999999798,-1.17,2024
298002,Sku_1568,Blue Pen,2,2024-01-01,70.18,32160.0,Spain,0.03,Credit Card,24.48,Stationery,In-Store,Not Returned,Fedex,London,Low,140.36,4.2108,136.1492,160.6292,84.21600000000001,76.41319999999999,47.57,2024
213388,Sku_1352,Notebook,1,2024-01-01,91.74,44076.0,Norway,0.44,Credit Card,19.12,Stationery,Online,Returned,Fedex,London,Medium,91.74,40.3656,51.374399999999994,70.4944,55.044,15.450400000000002,21.92,2024
167957,Sku_1573,Wireless Mouse,19,2024-01-01,10.43,75796.0,Belgium,0.15,Credit Card,14.54,Electronics,Online,Not Returned,Ups,Amsterdam,Medium,198.17,29.725499999999997,168.4445,182.9845,118.902,64.0825,35.02,2024
447983,Sku_1500,Blue Pen,25,2024-01-01,78.61,20149.0,Portugal,0.35,Credit Card,26.6,Stationery,Online,Returned,Ups,Rome,Medium,1965.25,687.8375,1277.4125,1304.0124999999998,1179.1499999999999,124.86249999999995,9.58,2024
467793,Sku_1038,Office Chair,5,2024-01-01,67.71,65811.0,Germany,0.35,Bank Transfer,7.39,Furniture,In-Store,Not Returned,Royal Mail,Berlin,Low,338.54999999999995,118.49249999999998,220.05749999999998,227.44749999999996,203.13,24.317499999999967,10.69,2024
512683,Sku_1329,Wall Clock,26,2024-01-01,80.21,73024.0,Portugal,0.03,Bank Transfer,17.63,Home Decor,Online,Not Returned,Royal Mail,Amsterdam,Low,2085.46,62.5638,2022.8962000000001,2040.5262000000002,1251.2759999999998,789.2502000000004,38.68,2024
337406,Sku_1322,Notebook,39,2024-01-01,25.98,70360.0,Norway,0.21,Bank Transfer,29.34,Stationery,Online,Not Returned,Dhl,Rome,Low,1013.22,212.7762,800.4438,829.7838,607.932,221.85180000000003,26.74,2024
779864,Sku_1957,Wall Clock,25,2024-01-01,85.86,51749.0,Spain,0.13,Bank Transfer,29.1,Home Decor,Online,Not Returned,Fedex,Paris,Low,2146.5,279.045,1867.455,1896.5549999999998,1287.8999999999999,608.655,32.09,2024
307588,Sku_1497,Notebook,40,2024-01-01,85.96,49140.0,Norway,0.34,Bank Transfer,22.04,Stationery,Online,Not Returned,Dhl,Amsterdam,High,3438.3999999999996,1169.056,2269.3439999999996,2291.3839999999996,2063.04,228.3439999999996,9.97,2024
888276,Sku_1028,Wireless Mouse,35,2024-01-02,1.46,96691.0,United States,0.28,Bank Transfer,23.35,Electronics,Online,Not Returned,Ups,Berlin,Low,51.1,14.308000000000002,36.792,60.142,30.66,29.482000000000003,49.02,2024
134572,Sku_1738,Blue Pen,7,2024-01-02,31.79,87304.0,Germany,0.23,Paypall,23.95,Stationery,Online,Not Returned,Royal Mail,Rome,High,222.53,51.181900000000006,171.3481,195.29809999999998,133.51799999999997,61.780100000000004,31.63,2024
839783,Sku_1315,White Mug,43,2024-01-02,61.07,59376.0,Spain,0.02,Paypall,15.65,Home & Kitchen,Online,Not Returned,Fedex,Paris,Medium,2626.01,52.5202,2573.4898000000003,2589.1398000000004,1575.6059999999998,1013.5338000000006,39.15,2024
839173,Sku_1550,T-Shirt,27,2024-01-02,87.09,36891.0,Germany,0.45,Bank Transfer,6.37,Electronics,In-Store,Not Returned,Fedex,London,High,2351.4300000000003,1058.1435000000001,1293.2865000000002,1299.6565,1410.858,-111.2014999999999,-8.56,2024
595864,Sku_1974,Desk Lamp,16,2024-01-02,2.51,15367.0,Belgium,0.49,Paypall,11.06,Furniture,Online,Not Returned,Royal Mail,London,High,40.16,19.678399999999996,20.4816,31.541600000000003,24.095999999999997,7.445600000000006,23.61,2024
643737,Sku_1512,Desk Lamp,33,2024-01-02,23.93,33067.0,Australia,0.38,Bank Transfer,12.09,Furniture,In-Store,Not Returned,Fedex,Rome,Medium,789.6899999999999,300.0822,489.60779999999994,501.6977999999999,473.81399999999996,27.88379999999995,5.56,2024
875123,Sku_1567,Wall Clock,47,2024-01-02,49.95,91893.0,Sweden,0.44,Bank Transfer,20.36,Home Decor,In-Store,Not Returned,Fedex,Amsterdam,Low,2347.65,1032.9660000000001,1314.684,1335.0439999999999,1408.59,-73.54600000000005,-5.51,2024
734425,Sku_1466,Blue Pen,20,2024-01-02,99.16,84426.0,United Kingdom,0.3,Paypall,12.11,Stationery,In-Store,Not Returned,Ups,Berlin,High,1983.1999999999998,594.9599999999999,1388.2399999999998,1400.3499999999997,1189.9199999999998,210.42999999999984,15.03,2024
822155,Sku_1697,Headphones,39,2024-01-02,82.3,84529.0,United States,0.26,Paypall,28.0,Electronics,In-Store,Not Returned,Dhl,Rome,Low,3209.7,834.5219999999999,2375.178,2403.178,1925.8199999999997,477.3580000000002,19.86,2024
351201,Sku_1602,T-Shirt,34,2024-01-02,37.91,29480.0,Portugal,0.23,Credit Card,27.4,Furniture,Online,Not Returned,Royal Mail,Berlin,Medium,1288.9399999999998,296.45619999999997,992.4837999999999,1019.8837999999998,773.3639999999999,246.51979999999992,24.17,2024
749586,Sku_1916,Desk Lamp,5,2024-01-02,76.95,98001.0,Norway,0.16,Paypall,25.48,Furniture,In-Store,Not Returned,Ups,London,Low,384.75,61.56,323.19,348.67,230.85000000000002,117.82,33.79,2024
834755,Sku_1949,Usb Cable,23,2024-01-02,42.99,96478.0,Sweden,0.2,Bank Transfer,22.02,Apparel,Online,Not Returned,Dhl,Paris,High,988.7700000000001,197.75400000000002,791.0160000000001,813.0360000000001,593.2620000000001,219.774,27.03,2024
946572,Sku_1682,Wall Clock,29,2024-01-02,43.49,88298.0,France,0.02,Credit Card,17.04,Home Decor,Online,Not Returned,Royal Mail,Paris,High,1261.21,25.2242,1235.9858,1253.0258,756.726,496.2997999999999,39.61,2024
387506,Sku_1736,Desk Lamp,4,2024-01-02,44.01,13219.0,Belgium,0.09,Bank Transfer,22.95,Furniture,In-Store,Returned,Dhl,Amsterdam,Medium,176.04,15.843599999999999,160.19639999999998,183.14639999999997,105.624,77.52239999999998,42.33,2024
783303,Sku_1181,Usb Cable,44,2024-01-02,81.46,33238.0,Sweden,0.23,Credit Card,29.75,Furniture,Online,Not Returned,Ups,Amsterdam,High,3584.24,824.3752,2759.8648,2789.6148,2150.544,639.0708,22.91,2024
462895,Sku_1653,Desk Lamp,15,2024-01-02,8.0,10428.0,United States,0.34,Credit Card,24.22,Furniture,Online,Not Returned,Ups,Amsterdam,Low,120.0,40.800000000000004,79.19999999999999,103.41999999999999,72.0,31.419999999999987,30.38,2024
332505,Sku_1873,Wireless Mouse,30,2024-01-02,81.11,68557.0,Norway,0.02,Paypall,15.33,Electronics,In-Store,Not Returned,Fedex,Paris,High,2433.3,48.666000000000004,2384.634,2399.964,1459.98,939.9839999999999,39.17,2024
544266,Sku_1130,Headphones,28,2024-01-02,18.16,74550.0,Australia,0.29,Bank Transfer,21.37,Electronics,Online,Not Returned,Royal Mail,Berlin,Medium,508.48,147.45919999999998,361.0208,382.3908,305.08799999999997,77.30280000000005,20.22,2024
763057,Sku_1653,Wireless Mouse,42,2024-01-02,2.17,62437.0,Belgium,0.37,Credit Card,15.41,Electronics,Online,Not Returned,Royal Mail,Amsterdam,High,91.14,33.7218,57.4182,72.8282,54.68399999999999,18.144200000000005,24.91,2024
319683,Sku_1004,Wall Clock,24,2024-01-02,20.16,83490.0,United Kingdom,0.1,Bank Transfer,20.31,Home Decor,In-Store,Not Returned,Fedex,Berlin,Medium,483.84000000000003,48.38400000000001,435.456,455.766,290.304,165.46200000000005,36.3,2024
809015,Sku_1848,Blue Pen,47,2024-01-03,10.43,41018.0,Australia,0.46,Bank Transfer,11.73,Stationery,In-Store,Not Returned,Royal Mail,Paris,High,490.21,225.4966,264.7134,276.4434,294.126,-17.68259999999998,-6.4,2024
721184,Sku_1166,Blue Pen,30,2024-01-03,31.56,98101.0,Netherlands,0.2,Paypall,17.1,Stationery,In-Store,Not Returned,Royal Mail,Berlin,Medium,946.8,189.36,757.4399999999999,774.54,568.08,206.45999999999992,26.66,2024
849056,Sku_1384,Office Chair,44,2024-01-03,92.1,34408.0,Netherlands,0.15,Credit Card,11.36,Furniture,In-Store,Not Returned,Dhl,Amsterdam,High,4052.3999999999996,607.8599999999999,3444.54,3455.9,2431.44,1024.46,29.64,2024
390879,Sku_1631,Wireless Mouse,13,2024-01-03,53.32,19173.0,France,0.23,Bank Transfer,15.99,Electronics,Online,Not Returned,Royal Mail,Paris,High,693.16,159.4268,533.7332,549.7232,415.89599999999996,133.82720000000006,24.34,2024
655581,Sku_1554,Wall Clock,13,2024-01-03,11.32,84437.0,Australia,0.39,Bank Transfer,18.48,Home Decor,Online,Not Returned,Dhl,London,Medium,147.16,57.3924,89.76759999999999,108.24759999999999,88.29599999999999,19.9516,18.43,2024
307267,Sku_1091,T-Shirt,12,2024-01-03,76.63,15334.0,Netherlands,0.25,Credit Card,10.62,Accessories,In-Store,Returned,Royal Mail,London,Low,919.56,229.89,689.67,700.29,551.7359999999999,148.5540000000001,21.21,2024
239082,Sku_1741,Wall Clock,24,2024-01-03,58.94,60544.0,United States,0.09,Bank Transfer,17.23,Home Decor,Online,Not Returned,Dhl,Berlin,High,1414.56,127.31039999999999,1287.2495999999999,1304.4796,848.7359999999999,455.7436,34.94,2024
978737,Sku_1751,Desk Lamp,31,2024-01-03,5.37,50076.0,Belgium,0.37,Bank Transfer,29.58,Furniture,Online,Not Returned,Ups,Paris,Low,166.47,61.5939,104.87610000000001,134.4561,99.882,34.57409999999999,25.71,2024
189359,Sku_1186,Usb Cable,27,2024-01-03,54.09,70201.0,Netherlands,0.28,Bank Transfer,11.07,Electronics,In-Store,Not Returned,Fedex,Rome,Medium,1460.43,408.92040000000003,1051.5096,1062.5796,876.258,186.3216,17.53,2024
575152,Sku_1589,Desk Lamp,46,2024-01-03,70.12,78543.0,Norway,0.4,Bank Transfer,24.39,Furniture,Online,Not Returned,Royal Mail,London,Low,3225.5200000000004,1290.2080000000003,1935.3120000000001,1959.7020000000002,1935.3120000000001,24.3900000000001,1.24,2024
927159,Sku_1464,Backpack,42,2024-01-03,20.58,37199.0,Netherlands,0.37,Paypall,29.23,Accessories,Online,Not Returned,Royal Mail,Berlin,High,864.3599999999999,319.81319999999994,544.5468,573.7768,518.616,55.160799999999995,9.61,2024
728833,Sku_1782,Desk Lamp,26,2024-01-03,98.54,90512.0,Netherlands,0.48,Bank Transfer,10.03,Furniture,In-Store,Not Returned,Fedex,London,Low,2562.04,1229.7792,1332.2608,1342.2908,1537.2240000000002,-194.93320000000017,-14.52,2024
114787,Sku_1557,Blue Pen,45,2024-01-03,75.48,92862.0,United States,0.36,Credit Card,23.2,Stationery,Online,Not Returned,Dhl,London,High,3396.6000000000004,1222.776,2173.8240000000005,2197.0240000000003,2037.9600000000003,159.06400000000008,7.24,2024
479854,Sku_1518,Blue Pen,21,2024-01-03,14.22,74729.0,United Kingdom,0.04,Paypall,28.03,Stationery,Online,Returned,Royal Mail,London,High,298.62,11.9448,286.6752,314.7052,179.172,135.5332,43.07,2024
211489,Sku_1681,Desk Lamp,48,2024-01-03,43.14,99739.0,United States,0.5,Credit Card,9.85,Furniture,In-Store,Not Returned,Dhl,Amsterdam,High,2070.7200000000003,1035.3600000000001,1035.3600000000001,1045.21,1242.432,-197.22199999999998,-18.87,2024
244375,Sku_1114,T-Shirt,14,2024-01-03,46.33,27339.0,Portugal,0.24,Paypall,8.66,Furniture,Online,Not Returned,Royal Mail,London,High,648.62,155.6688,492.9512,501.6112,389.17199999999997,112.43920000000003,22.42,2024
297874,Sku_1262,Blue Pen,38,2024-01-03,55.72,21570.0,Germany,0.24,Credit Card,14.34,Stationery,Online,Returned,Fedex,Berlin,Medium,2117.36,508.1664,1609.1936,1623.5336,1270.4159999999997,353.11760000000027,21.75,2024
198782,Sku_1942,Wireless Mouse,36,2024-01-03,7.87,86324.0,France,0.41,Bank Transfer,25.48,Electronics,In-Store,Not Returned,Ups,Amsterdam,Low,283.32,116.1612,167.15879999999999,192.63879999999997,169.992,22.646799999999985,11.76,2024
415592,Sku_1343,Backpack,10,2024-01-03,16.34,36341.0,Italy,0.13,Paypall,29.58,Accessories,In-Store,Not Returned,Dhl,London,Medium,163.4,21.242,142.15800000000002,171.738,98.04,73.698,42.91,2024
169513,Sku_1857,Blue Pen,35,2024-01-03,84.41,73697.0,Sweden,0.42,Credit Card,20.0,Stationery,In-Store,Not Returned,Fedex,Paris,Medium,2954.35,1240.827,1713.523,1733.523,1772.6099999999997,-39.08699999999976,-2.25,2024
892500,Sku_1973,Wall Clock,14,2024-01-03,29.13,48964.0,France,0.33,Bank Transfer,8.09,Home Decor,Online,Returned,Ups,Rome,Low,407.82,134.5806,273.2394,281.32939999999996,244.69199999999998,36.637399999999985,13.02,2024
734328,Sku_1238,Headphones,17,2024-01-03,98.05,16153.0,Italy,0.04,Credit Card,10.17,Electronics,Online,Returned,Royal Mail,Berlin,Medium,1666.85,66.67399999999999,1600.176,1610.346,1000.11,610.236,37.89,2024
218962,Sku_1786,T-Shirt,2,2024-01-03,18.21,41791.0,Sweden,0.49,Paypall,16.38,Electronics,Online,Not Returned,Fedex,Paris,High,36.42,17.8458,18.5742,34.9542,21.852,13.1022,37.48,2024
262299,Sku_1308,Desk Lamp,26,2024-01-03,9.66,97917.0,France,0.43,Credit Card,14.4,Furniture,Online,Not Returned,Royal Mail,Rome,High,251.16,107.9988,143.1612,157.5612,150.696,6.865200000000016,4.36,2024
637028,Sku_1857,Blue Pen,17,2024-01-04,1.39,39409.0,Spain,0.37,Credit Card,22.31,Stationery,Online,Not Returned,Royal Mail,Amsterdam,Medium,23.63,8.7431,14.886899999999999,37.1969,14.177999999999999,23.018900000000002,61.88,2024
450477,Sku_1015,Usb Cable,33,2024-01-04,70.2,86796.0,Sweden,0.36,Bank Transfer,8.16,Apparel,In-Store,Not Returned,Dhl,Berlin,High,2316.6,833.9759999999999,1482.624,1490.784,1389.9599999999998,100.8240000000003,6.76,2024
951177,Sku_1993,Wall Clock,48,2024-01-04,70.93,50006.0,United Kingdom,0.38,Bank Transfer,28.83,Home Decor,In-Store,Not Returned,Dhl,London,Low,3404.6400000000003,1293.7632,2110.8768,2139.7068,2042.784,96.92279999999982,4.53,2024
763151,Sku_1061,Office Chair,1,2024-01-04,1.68,76894.0,United States,0.04,Credit Card,10.46,Furniture,Online,Not Returned,Ups,Rome,Medium,1.68,0.0672,1.6128,12.0728,1.008,11.064800000000002,91.65,2024
493701,Sku_1705,Notebook,42,2024-01-04,57.09,26835.0,Portugal,0.19,Bank Transfer,17.56,Stationery,Online,Not Returned,Royal Mail,Paris,Medium,2397.78,455.57820000000004,1942.2018000000003,1959.7618000000002,1438.668,521.0938000000003,26.59,2024
800408,Sku_1320,Wall Clock,37,2024-01-04,92.38,92884.0,Germany,0.5,Credit Card,16.89,Home Decor,Online,Not Returned,Dhl,Rome,High,3418.06,1709.03,1709.03,1725.92,2050.836,-324.9159999999997,-18.83,2024
523911,Sku_1367,White Mug,48,2024-01-04,17.24,57543.0,Norway,0.34,Credit Card,12.95,Home & Kitchen,In-Store,Not Returned,Dhl,Amsterdam,Low,827.52,281.3568,546.1632,559.1132,496.51199999999994,62.60120000000006,11.2,2024
